,id,street_name,limits,total_count,date
4672,EMISSIONBAYDR044821,E MISSION BAY DR,SEA WORLD DR - FIESTA ISLAND RD,5761,2021-08-25
4484,DELMARMESARD044621,DEL MAR MESA RD,AQUITAINE CT - ANGOULEME CT,1459,2021-08-25
4487,DELMARMESARD044521,DEL MAR MESA RD,CARMEL COUNTRY RD - AQUITAINE CT,1755,2021-08-25
5729,GARNETAV043821,GARNET AV,GRESHAM ST - HAINES ST,16762,2021-08-25
4674,EMOUNTAINVIEWDR044921,E MOUNTAIN VIEW DR,COPLEY AV - 35 ST,2989,2021-08-25
8708,MISSIONBL044321,MISSION BL,SN GABRIEL PL - DEVON CT,8707,2021-08-26
4950,ELPSOGRANDE044021,EL PSO GRANDE  ,CAM COLLADO  DR - L J SHORES DR,1980,2021-08-26
10702,PSODORADODORADO044121,PSO DORADO  DORADO,PSO OCASO  DR - L J SHORES DR,1205,2021-08-26
2823,CAMORO044221,CAM ORO  ,PSO OCASO  DR - L J SHORES DR,1335,2021-08-26
2822,CAMORO043921,CAM ORO  ,AV PLY - VALLECITOS  ,1343,2021-08-26
7230,KITEST045721,KITE ST,UPAS ST - W WALNUT AV,1190,2021-08-31
7041,KEARNYMESARD045521,KEARNY MESA RD,CONVOY ST - OTHELLO AV,12074,2021-08-31
4996,ESCALADR045121,ESCALA DR,CAMINITO PINERO  RD - DEVEREUX RD,2199,2021-08-31
7042,KEARNYMESARD045621,KEARNY MESA RD,RONSON  RD - CLAIREMONT MESA  BL,6464,2021-08-31
6501,HOLLISTERST045421,HOLLISTER ST,ATHERTON AV - SUNSET AV,1795,2021-09-01
12489,TOURMALINEST045921,TOURMALINE ST,TOURMALINE BEACH BL - LA JOLLA BL,1137,2021-09-01
7771,LOGANAV047021,LOGAN AV,47TH ST - S EUCLID AV,11800,2021-09-02
2505,BOUNDARYST046021,BOUNDARY ST,MAPLE ST - MYRTLE AVE,4055,2021-09-02
5224,FAIRMOUNTAV046221,FAIRMOUNT AV,MEADE AV - SD 008 EB O R ,18579,2021-09-02
6466,HILLERYDR046621,HILLERY DR,GREENFORD DR - BLACK MNTN RD,10139,2021-09-02
6443,HIGHLANDVALLEYRD046521,HIGHLAND VALLEY RD,POMERADO RD - BANDY CANYON RD,3436,2021-09-02
11230,RUFFINRD046421,RUFFIN RD,MISSION VILLAGE DR - AERO DR,6366,2021-09-02
3650,CESARCHAVEZPY046821,CESAR CHAVEZ PY,COMMERCIAL ST - HARBOR DR,4573,2021-09-02
6729,IMPERIALAV046921,IMPERIAL AV,SD 015 NB OFF ST - 40TH ST,8512,2021-09-02
6874,INNOVATIONDR046721,INNOVATION DR,RANCHO CARMEL DR - AVENUE OF SCIENCE ,1377,2021-09-02
9884,OTHELLOAV046321,OTHELLO AV,KIRKCALDY DR - KEARNY MESA  RD,2211,2021-09-02
12351,TEXASST046121,TEXAS ST,MADISON AV - SD 008 NB O R ,26561,2021-09-02
670,28ST047321,28 ST,IMPERIAL AV - B ST,6642,2021-09-07
671,28ST047221,28 ST,IMPERIAL AV - OCEAN VW BL,4574,2021-09-07
7533,LANDISST047521,LANDIS ST,FAIRMOUNT AV - EUCLID AV,2757,2021-09-07
7961,MAINST047121,MAIN ST,32 ST - DIVISION ST,19674,2021-09-07
13562,WIGHTMANST047721,WIGHTMAN ST,HIGHLAND AV - EUCLID AV,1900,2021-09-08
1794,AUBURNDALEST047921,AUBURNDALE ST,MARLESTA DR - MT AGUILAR DR,2546,2021-09-08
7902,MADISONAV047621,MADISON AV,CLEVELAND AV - PARK BL,3149,2021-09-08
12384,TIERRASANTABL048021,TIERRASANTA BL,RUEDA DR - COLINA DORADA DR,4587,2021-09-08
1436,ADAMSAV047421,ADAMS AV,SD015 NB ON/OFF RAMP AV - VAN DYKE AV,5426,2021-09-08
1705,ARMSTRONGST047821,ARMSTRONG ST,MESA COLLEGE DR - BATISTA ST,2006,2021-09-08
10709,PTLOMAAV048221,PT LOMA AV,CANON ST - CATALINA BL,2098,2021-09-09
1361,ABBOTTST048121,ABBOTT ST,NEWPORT AV - W PT LOMA BL,3723,2021-09-09
13342,WPTLOMABL048321,W PT LOMA BL,SUNSET CLIFFS BL - SPRAY ST,10281,2021-09-14
7648,LIGHTWAVEAV049521,LIGHTWAVE AV,OVERLAND  AV - RUFFIN RD,3152,2021-09-14
12937,UTEDR048521,UTE DR,VIS  BAHIA  DR - CLAIREMONT DR,3622,2021-09-14
10565,POMERADORD048821,POMERADO RD,SD 015   - AV MAGNIFICA  ,24769,2021-09-14
12586,TWINTRAILSDR049021,TWIN TRAILS DR,BLACK MTN RD - PSO MONTALBAN  ,5492,2021-09-14
10612,POTOMACST048621,POTOMAC ST,CAL TRES LOMA  DR - ALTA VW DR,3573,2021-09-14
7828,LORINGST049721,LORING ST,SOLEDAD MOUNTAIN RD - PENDLETON ST,2926,2021-09-14
7923,MADRAAV048421,MADRA AV,DEL CERRO AV - HOPEDALE CT,5138,2021-09-14
10708,PSOMONTANOSOMONTANOSO048921,PSO MONTANOSO  MONTANOSO,AV LOBOS   - CAM NORTE  ,4398,2021-09-14
7707,LINDAROSAAV049621,LINDA ROSA AV,MIDWAY ST - FORWARD € ST,1964,2021-09-15
7942,MAIN(SB)NST049921,MAIN (SB) N ST,ALAMITOS AV - HOLLISTER ST,24162,2021-09-15
11529,SATURNBL051121,SATURN BL,CORONADO (SB) AV - TREMAINE WY,5842,2021-09-15
7965,MAINST049821,MAIN ST,CESAR CHAVEZ  PY - EVAN ST,3540,2021-09-15
11545,SATURNBL048721,SATURN BL,PALM (SB) AV - CORONADO (SB) AV,8570,2021-09-15
3585,CATALINABL049221,CATALINA BL,NARRAGANSETT AV - VOLTAIRE ST,13786,2021-09-16
7502,LAMONTST049421,LAMONT ST,GRAND AV - HORNBLEND ST,8985,2021-09-16
9365,NARRAGANSETTAV049321,NARRAGANSETT AV,CATALINA BL - SUNSET CLIFFS BL,2574,2021-09-16
12862,UNIVERSITYAV049121,UNIVERSITY AV,WASHINGTON ST - 6 AV,6556,2021-09-16
9764,OLIVETASAV050321,OLIVETAS AV,MARINE ST - PEARL ST,2039,2021-09-21
10463,POINSETTIADR050421,POINSETTIA DR,JAMES ST - KINGSLEY  ST,4045,2021-09-21
9175,MUIRLANDSDR050021,MUIRLANDS DR,EL CAMINO DEL TEATRO DR - EL PASO REAL ST,571,2021-09-21
9459,NAUTILUSST050121,NAUTILUS ST,NEPTUNE PL - LA JOLLA BL,2307,2021-09-21
10664,PRESTWICKDR050621,PRESTWICK DR,CALLE DE ORO DR - DUNAWAY DR,2196,2021-09-21
10291,PASEODELSURSUR050821,PASEO DEL SUR SUR,CAMINO DEL SUR  - HAALAND GLEN ,7452,2021-09-21
10697,PROSPECTST050721,PROSPECT ST,PARK RW - CAVE ST,11333,2021-09-21
9450,NAUTILUSST050221,NAUTILUS ST,LA JOLLA BL - DRAPER AV,10645,2021-09-21
10600,PORTOFINODR050521,PORTOFINO DR,CALAIS DR - DEL MAR HEIGHTS RD,2816,2021-09-21
11865,SOLEDADAV051421,SOLEDAD AV,Ludington Pl - Al Bahr Dr,1188,2021-09-22
11899,SOLEDADRD051621,SOLEDAD RD,SOLEDAD WY - ALTA LA JOLLA DR,4781,2021-09-22
11893,SOLEDADRD051721,SOLEDAD RD,SAGEBRUSH RD - SOLEDAD MOUNTAIN RD,8662,2021-09-22
11890,SOLEDADRD051521,SOLEDAD RD,LAMONT ST - LOS ALTOS WY,5951,2021-09-22
11697,SEAWORLDDR051221,SEA WORLD DR,FRIARS RD - PACIFIC HY,28031,2021-09-22
11798,SILVERADOST051321,SILVERADO ST,DRAPER AV - EADS AV,2290,2021-09-22
10479,POINTLOMAAV050921,POINT LOMA AV,FLEETRIDGE DR - CATALINA BL,2226,2021-09-22
11017,RIVIERAST051021,RIVIERA ST,FORTUNA AV - PACIFIC BEACH DR,4408,2021-09-22
11451,SANTABARBARAST052021,SANTA BARBARA ST,MOANA DR - TARENTO DR,1042,2021-09-23
11867,SOLEDADMOUNTAINRD051821,SOLEDAD MOUNTAIN RD,FELSPAR ST - BERYL WY,13676,2021-09-23
11966,SPORTSARENABL051921,SPORTS ARENA BL,ENTERPRISE ST - ROSECRANS ST,1660,2021-09-23
11453,SANTABARBARAST052121,SANTA BARBARA ST,ORCHARD  AVE - DEL MAR AV,2202,2021-09-23
13271,WMISSIONBAYDR052521,W MISSION BAY DR,MISSION BL - GLEASON € RD,30133,2021-09-28
13063,VIAMALLORCAMALLORCA052421,VIA MALLORCA MALLORCA,VIA ALICANTE  DR - VILLA LA JOLLA DR,3767,2021-09-28
13042,VIACAPRICAPRI052321,VIA CAPRI CAPRI,RUE MICHAEL   - RUE DE ANNE ,7752,2021-09-28
13320,WPOINTLOMABL052621,W POINT LOMA BL,CASTELAR ST - LARKSPUR ST,2290,2021-09-28
12128,STATEST052221,STATE ST,KALMIA ST - LAUREL ST,3933,2021-09-30
8975,MOREHOUSEDR057621,MOREHOUSE DR,SCRANTON RD - LUSK BL,2049,2021-11-09
5419,FLANDERSDR057821,FLANDERS DR,FLANDERS CT - CAM STA FE  ,3243,2021-11-09
13493,WESTONHILLDR058621,WESTONHILL DR,AQUARIUS DR - CETUS RD,2238,2021-11-09
10283,PARKSIDEAV053721,PARKSIDE AV,REDFORD PL - LANDSCAPE DR,9229,2021-11-09
3516,CARROLLRD057921,CARROLL RD,REHCO RD - CRESTMAR PT,11393,2021-11-09
11851,SNDIEGOMSSRD053921,SN DIEGO MSS RD,MSS VILGE DR - RHO MSS  RD,5609,2021-11-09
13515,WESTONHILLDR058721,WESTONHILL DR,HARLINGTON DR - WESTMORE RD,7221,2021-11-09
9344,NANCYRDGDR057721,NANCY RDG DR,CARROLL CYN RD - CARROLL RD,3524,2021-11-09
6160,GREENFORDDR057021,GREENFORD DR,CORD LN - STANWELL ST,3671,2021-11-09
9686,OCEANVIEWBL053521,OCEAN VIEW BL,COMMERCIAL ST - 28 ST,2699,2021-11-09
7158,KENAMARDR057521,KENAMAR DR,CARROLL RD - KENAMAR CT,4174,2021-11-09
9671,OCEANVIEWBL053621,OCEAN VIEW BL,33 ST - 35 ST,20860,2021-11-09
9738,OLDMEMORYLN054221,OLD MEMORY LN,ROSWELL ST - 60 ST,1622,2021-11-09
13355,WABASKADR052821,WABASKA DR,TENNYSON ST - VOLTAIRE ST,2085,2021-11-10
13196,VOLTAIREST052721,VOLTAIRE ST,CHATSWORTH BL - CATALINA BL,5283,2021-11-10
2833,CAMRUIZ056621,CAM RUIZ  ,MIRALANI DR - JADE COAST DR,29635,2021-11-10
2832,CAMRUIZ055621,CAM RUIZ  ,CAPRICORN WY - ZAPATA AV,18978,2021-11-10
10836,REAGANRD055121,REAGAN RD,ALAVA CR - MIRA MS BL,8684,2021-11-10
13535,WESTVIEWPY054821,WESTVIEW PY,GALVIN AV - CAPRICORN WY,18951,2021-11-10
13212,VYCTREDR054921,VY CTRE DR,EL CAM  RL - CARMEL VIS RD,11674,2021-11-10
11852,SNDIEGOMSSRD054021,SN DIEGO MSS RD,RHO MSS RD - FAIRMOUNT AV,4904,2021-11-10
11936,SORRENTOVYRD055021,SORRENTO VY RD,ARBUTUS ST - SORRENTO VY BL,13088,2021-11-10
13530,WESTVIEWPY054721,WESTVIEW PY,CAPRICORN WY - COMPASS PT S DR,8386,2021-11-10
12303,TECHWY053821,TECH WY,KEARNY VILLA RD - OVERLAND AV,2153,2021-11-10
2835,CAMRUIZ056721,CAM RUIZ  ,NEW SALEM ST - WESTMORE RD,17850,2021-11-10
6411,HIGHBLUFFDR055221,HIGH BLUFF DR,D M HTS RD - SEAHORN CR,7925,2021-11-10
9634,NORTHHARBORDR053321,NORTH HARBOR DR,HAWTHORN ST - LAUREL ST,40174,2021-11-10
13341,WPTLOMABL053121,W PT LOMA BL,NIMITZ BL - SUNSET CLIFFS  BL,14084,2021-11-10
9518,NEWSALEMST054521,NEW SALEM ST,NEW SALEM CT - MONTONGO ST,5707,2021-11-10
1993,BALBOAAV054321,BALBOA AV,GRAND AV - GARNET AV,11921,2021-11-10
13295,WMORENABL054421,W MORENA BL,MORENA (S) BL - MORENA (N) BL,13657,2021-11-10
9635,NORTHHARBORDR053421,NORTH HARBOR DR,LAUREL ST - HARBOR ISLAND DR,40556,2021-11-10
13480,WESTMORERD055521,WESTMORE RD,DEERING ST - WORTHING AV,4602,2021-11-10
11699,SEAWORLDDR053021,SEA WORLD DR,FRIARS RD - W MORENA BL,28198,2021-11-10
7291,LAJOLLABL053221,LA JOLLA BL,CAM COSTA ST - GRAVILLA ST,14046,2021-11-10
10002,PACIFICHY052921,PACIFIC HY,ROSECRANS ST - SEA WORLD DR,7510,2021-11-10
13684,ZIONAV054121,ZION AV,MISSION GORGE RD - WARING RD,12239,2021-11-10
8505,MIRAMSBL059721,MIRA MS BL,CAM RUIZ  - REAGAN RD,48854,2021-11-11
8504,MIRAMSBL055721,MIRA MS BL,BLACK MTN RD - WESTVIEW PY,73028,2021-11-11
8509,MIRAMSBL057221,MIRA MS BL,MONTONGO ST - REAGAN RD,46465,2021-11-11
8508,MIRAMSBL055421,MIRA MS BL,GREENFORD DR - WESTMORE RD,58784,2021-11-11
8540,MIRAMARPL054621,MIRAMAR PL,MIRAMAR RD - MARINDUSTRY DR,4550,2021-11-11
8511,MIRAMSBL058521,MIRA MS BL,VIPER WY - CAM STA FE  ,48876,2021-11-11
8512,MIRAMSBL058421,MIRA MS BL,VIS SORRENTO PY - SCRANTON RD,64230,2021-11-11
8513,MIRAMSBL055821,MIRA MS BL,WESTVIEW PY - SD 015 R-A  ,80164,2021-11-11
13105,VIAVALLEVALLE055321,VIA VALLE VALLE,FLOWER HILL ML - SN ANDRES DR,28278,2021-11-11
2841,CAMSTAFE058021,CAM STA FE  ,CARROLL  RD - TRADE ST,21125,2021-11-16
2844,CAMSTAFE058121,CAM STA FE  ,MAYCREST  LN - SORRENTO VY BL,12092,2021-11-16
2843,CAMSTAFE057121,CAM STA FE  ,FLANDERS DR - MIRA MS BL,19505,2021-11-16
5957,GOLDCOASTDR056221,GOLD COAST DR,ARROW ROCK AV - SN RAMON DR,6012,2021-11-16
10431,PKVILGERD056021,PK VILGE RD,LICIA WY - CAM SUR  ,3635,2021-11-16
5405,FLANDERSDR055921,FLANDERS DR,AHERN CT - CAM RUIZ  ,5113,2021-11-16
5784,GEMINIAV058821,GEMINI AV,JEFFREY CT - JANICE CT,8939,2021-11-16
1392,ACTIVITYRD057321,ACTIVITY RD,PADGETT ST - BLACK MTN RD,12096,2021-11-16
2431,BLACKMTNRD056521,BLACK MTN RD,MIRA MS BL - GEMINI AV,25631,2021-11-16
2370,BLACKMTNRD056421,BLACK MTN RD,CAPRICORN WY - ROCKFIELD WY,26598,2021-11-16
12259,TBLUFFDR060021,T BLUFF DR,MCGUIRE DR - T RDG DR,2712,2021-11-17
3493,CARROLLCANYONRD060321,CARROLL CANYON RD,YOUNGSTOWN WY - NANCY RDG DR,10149,2021-11-17
2444,BLACKMTNRD060521,BLACK MTN RD,PK VILGE RD - PIMPERNEL DR,31612,2021-11-17
11556,SCIPKRD056321,SCI PK RD,N T PINES RD - TORREYANA RD,4138,2021-11-17
1383,ACTIVITYRD060421,ACTIVITY RD,CAM RUIZ  - CLAYTON  DR,10901,2021-11-17
10430,PKVILGERD056821,PK VILGE RD,CAM SUR RD - DARKWOOD RD,6473,2021-11-17
12086,SPRUCERUNDR059221,SPRUCE RUN DR,SPRING CANYON RD - SCRIPPS CREEK ,870,2021-11-17
12077,SPRINGHURSTDR059121,SPRINGHURST DR,SABRE SPRINGS PY - POWAY RD,4728,2021-11-17
8206,MCGUIREDR059521,MCGUIRE DR,CARMEL COUNTR RD - CARMEL CRK RD,3302,2021-11-17
12530,TRADEST059921,TRADE ST,CARROLL WY - KENAMAR DR,6467,2021-11-17
2765,CALLANRD056121,CALLAN RD,N T PINES R-H  RD - TORREYANA RD,3566,2021-11-17
9897,PACHTSBL057421,PAC HTS BL,MIRA MS BL - PAC MS BL,13011,2021-11-17
9723,OLDCARMELVYRD056921,OLD CARMEL VY RD,GAMAY WY - D M HTS RD,4509,2021-11-17
11452,SANTABARBARAST059321,SANTA BARBARA ST,MOANA DR - TARENTO DR,1519,2021-11-18
1504,AERODR061021,AERO DR,W CYN AV - RUFFIN RD,25047,2021-11-18
6404,HICKMANFLDDR061321,HICKMAN FLD DR,CONVOY CT - COPLEY DR,4970,2021-11-18
11179,ROSELLEST060121,ROSELLE ST,SD 005 R-A  - SORRENTO VY  BL,14475,2021-11-18
11845,SNANDRESDR059821,SN ANDRES DR,BEGIN   - VIA VALLE ,359,2021-11-18
7101,KEARNYVILLARD061421,KEARNY VILLA RD,HARRIS PLANT RD - MIRAMAR WY,29442,2021-11-18
7128,KEARNYVILLARD060821,KEARNY VILLA RD,SD 052  - SD 163  ,19290,2021-11-18
12512,TOWNSGATEDR058921,TOWNSGATE DR,EL CAM REAL PL - PELL (PVT) PL,3874,2021-11-18
4635,DOWDYDR060621,DOWDY DR,MIRAMAR RD - SILVERTON AV,7735,2021-11-18
13084,VIAVALLE060221,VIA VALLE ,J DURANTE BL - SD 005 ,36428,2021-11-18
10264,PARKDALEAV059021,PARKDALE AV,CALICO ST - DANCY RD,4692,2021-11-18
13087,VIAVALLE059621,VIA VALLE  ,SN ANDRES DR - STA FE DOWNS SQ,16488,2021-11-18
11456,SANTABARBARAST059421,SANTA BARBARA ST,ORCHARD AV - DEL MAR AV,1426,2021-11-18
6901,JJHOPKINSDR060721,J J HOPKINS DR,GENESEE AV - J HOPKINS CT,7784,2021-11-18
4985,ENGINEERRD061121,ENGINEER RD,RUFFNER ST - CONVOY  ST,2958,2021-11-18
2758,CALCRISTOBALCRISTOBAL058221,CAL CRISTOBAL  CRISTOBAL,CAM STA  FE - CMTO PROPICO ,15972,2021-11-18
1486,AERODR060921,AERO DR,RUFFIN RD - MURPHY CYN RD,26431,2021-11-18
2757,CALCRISTOBALCRISTOBAL058321,CAL CRISTOBAL  CRISTOBAL,AV GATO  PL - LORIRAE PL,12760,2021-11-18
11270,SABRESPRINGSPY062521,SABRE SPRINGS PY,CREEKBRIDGE PL - POWAY RD,5484,2021-11-30
3245,CARDINALRD061621,CARDINAL RD,MOCKING BIRD DR - CARDINAL CT,4679,2021-11-30
11799,SILVERADOST063421,SILVERADO ST,DRAPER AV - EADS AV,2658,2021-11-30
11212,RUEDADR062421,RUEDA DR,TIERRASANTA BL - CLAIREMONT MESA BL,4909,2021-11-30
6365,HEALTHCTRDR061521,HEALTH CTR DR,VIS HILL AV - FROST ST,9972,2021-11-30
11207,ROSWELLST062321,ROSWELL ST,MELROSE PL - HILLTOP DR,1737,2021-11-30
11282,SABRESPRINGSPY062621,SABRE SPRINGS PY,SAVANNAH CRK DR - EVENING CRK S DR,10564,2021-11-30
11766,SHOALCREEKRD063321,SHOAL CREEK RD,STONEY GATE PL - TED WILLIAMS PY,3998,2021-12-01
8308,MERCURYST062221,MERCURY ST,ENGINEER RD - VICKERS ST,9295,2021-12-01
8613,MIRAMARWY062021,MIRAMAR WY,ALTAIR AV - KEARNY VILLA RD,10286,2021-12-01
11629,SCRIPPSLAKEDR062921,SCRIPPS LAKE DR,TREENA ST - SCRIPPS RANCH BL,4050,2021-12-01
2838,CAMSIESTA061921,CAM SIESTA  ,CAM RIO N   - CAM REINA ,5461,2021-12-01
11747,SHAWNEERD063221,SHAWNEE RD,SUMTER ST - RAPPAHANNOCK AV,1085,2021-12-01
11724,SEMILLONBL063121,SEMILLON BL,POMERADO RD - FAIRBROOK RD,2325,2021-12-01
11680,SCRIPPSTRAIL063021,SCRIPPS TRAIL  ,GLENCREEK CR - RED FERN  CR,4431,2021-12-01
3691,CHARMANTDR061221,CHARMANT DR,CMTO VALERIANO   - LEBON  DR,1504,2021-12-01
2743,CABOTDR062121,CABOT DR,MIRAMAR RD - ARJONS DR,3990,2021-12-01
9883,OTHELLOAV061721,OTHELLO AV,DELLWOOD ST - CONVOY ST,2340,2021-12-01
2824,CAMREINA061821,CAM REINA  ,CAM ESTE  - QUALCOMM WY,13987,2021-12-01
6583,HOWARD(SB)AV070821,HOWARD (SB) AV,VIA COSTINA   - SAN YSIDRO BL,4214,2021-12-02
11081,ROLLDR073721,ROLL DR,SIEMPRE VIVA RD - VIA AMISTAD  ,9860,2021-12-02
9702,OCEANVIEWHILLSPY072521,OCEAN VIEW HILLS PY,DEL SOL  BL - SEA FIRE PT,14102,2021-12-02
11530,SATURNBL062821,SATURN BL,CORONADO (SB) AV - TREMAINE WY,7793,2021-12-02
9701,OCEANVIEWHILLSPY072421,OCEAN VIEW HILLS  PY,DENNERY  RD - KENTMERE TR,12072,2021-12-02
11785,SIEMPREVIVARD073921,SIEMPRE VIVA RD,OTAY CENTER DR - SD 905  ,18274,2021-12-02
4527,DELSURBL067321,DEL SUR BL,ROSA LINDA ST - ARRUZA ST,2925,2021-12-02
11860,SNYSIDROBL063721,SN YSIDRO BL,COTTONWOOD RD - AVERIL  RD,11389,2021-12-02
11861,SNYSIDROBL063621,SN YSIDRO BL,SD 805   - COTTONWOOD RD,14837,2021-12-02
996,43ST064021,43 ST,CITY LIMIT   - LOGAN AV,5343,2021-12-02
6883,IRISAV071221,IRIS AV,HOWARD AV - BEYER BL,4844,2021-12-02
9872,OTAYVALLEYRD072821,OTAY VALLEY RD,AVENIDA VISTAS  - DATSUN  ST,6791,2021-12-02
11383,SANJACINTO062721,SAN JACINTO ,SANTA MARGARITA ST - IMPERIAL AV,5164,2021-12-02
4652,EBEYERBL063521,E BEYER BL,BEYER BL - BOLTON HALL RD,2065,2021-12-02
9885,OUTERRD072921,OUTER RD,HOLLISTER ST - CORONADO (SB) AV,4288,2021-12-02
4529,DELSURBL067421,DEL SUR BL,SHOOTING STAR DR - CAITHNESS DR,2070,2021-12-02
6521,HOLLISTERST069821,HOLLISTER ST,PALM AV - DONAX AV,4121,2021-12-02
6524,HOLLISTERSTST070021,HOLLISTER ST ST,ATHERTON AV - SUNSET AV,7912,2021-12-02
11859,SNYSIDROBL063821,SN YSIDRO BL,CAM PZ - SD 805  ,12409,2021-12-02
6495,HOLLISTERST069921,HOLLISTER  ST,ILEX AV - IRIS AV,6719,2021-12-02
7265,LJSCNDR063921,L J SC N DR,LA JOLLA PK - LA JOLLA SCENIC N DR,6999,2021-12-07
6555,HOTELCIRCLEN070621,HOTEL CIRCLE N ,FASHION VY  RD - SD 008 R-A  ,8744,2021-12-07
11409,SANVICENTEST070521,SAN VICENTE ST,SUNNYSIDE AV - ENCINITAS  AV,3714,2021-12-07
11209,RUECHAMBERRY073821,RUE CHAMBERRY  ,FAIRBROOK DR - RUE CHEAUMONT  ,1153,2021-12-07
11395,SANPASQUALST070421,SAN PASQUAL ST,OCEAN VIEW BL - LOGAN AV,5629,2021-12-07
6624,HYACINTHDR071021,HYACINTH DR,AZALEA DR - LOTUS DR,2561,2021-12-07
11370,SANDIEGUITORD070221,SAN DIEGUITO RD,CITY LIMITS   - CAMINO DEL SUR ,8215,2021-12-07
11328,SANCARLOSDR070121,SAN CARLOS DR,COWLESS MTN BL - LAKE MURRAY BL,1903,2021-12-07
6565,HOTELCIRCLES070721,HOTEL CIRCLE S ,BACHMAN PL - SD 008 R-A  ,13204,2021-12-07
9564,NIMITZBL065021,NIMITZ BL,TENNYSON ST - SUNSET CLIFFS  BL,37958,2021-12-08
4358,DAGGETST065721,DAGGET ST,CONVOY ST - BRINELL ST,3463,2021-12-08
6620,HUGHESST070921,HUGHES ST,DEMUS ST - GAYLE ST,1025,2021-12-08
9591,NOBELDR064821,NOBEL DR,TOWNE CENTRE DR - SHORELINE DR,14513,2021-12-08
1496,AERODR065621,AERO DR,SANDROCK RD - RUFFIN RD,27152,2021-12-08
9661,OBERLINDR072221,OBERLIN DR,SCRANTON  DR - MIRA MESA BL,3321,2021-12-08
9696,OCEANVIEWBL072321,OCEAN VIEW BL,SAMPSON ST - 28 ST,2493,2021-12-08
2415,BLACKMTNRD065221,BLACK MTN RD,KEARNY VILLA RD - MIRA MESA BL,21437,2021-12-08
13474,WESTCYNAV064521,WEST CYN AV,BRIAR CT - GRANITE RDG  RD,4292,2021-12-08
9739,OLDMEMORYLN072621,OLD MEMORY LN,ROSWELL ST - 60 ST,914,2021-12-08
12496,TOWNECTREDR064921,TOWNE CTRE DR,EXECUTIVE DR - WESTERRA  CT,11918,2021-12-08
11392,SANPASQUALRD070321,SAN PASQUAL RD,VIENTO VALLE   - SUNSET HILLS  ,7933,2021-12-08
8510,MIRAMSBL065321,MIRA MS BL,SCRANTON RD - FLANDERS DR,60358,2021-12-08
9890,OVIEDOST073021,OVIEDO ST,BLACK MOUNTAIN RD - OVIEDO WY,4674,2021-12-08
12139,STONEBRIDGEPY064121,STONEBRIDGE PY,STOCKWOOD CV - SYCAMORE TRLS (W)  RD,6552,2021-12-08
1162,54ST065121,54 ST,EUCLID AV - COL GROVE DR,13997,2021-12-08
6945,JADECOASTRD071421,JADE COAST RD,PARKDALE AV - KIBLER DR,1852,2021-12-08
7038,KEARNYMESARD071721,KEARNY MESA RD,CLAIREMONT MESA BL - MAGNATRON BL,3317,2021-12-08
7234,KLAUBERAV071821,KLAUBER AV,ZELLER ST - 69 ST,776,2021-12-08
10823,RAYTHEONRD073621,RAYTHEON RD,CONVOY ST - MERCURY  ST,2099,2021-12-08
6946,JAMACHARD071521,JAMACHA RD,CAR  ST - CARDIFF ST,5667,2021-12-08
6887,IRONWOODRD071321,IRONWOOD  RD,TUDOR ST - COURTYAR DR,4042,2021-12-08
11938,SORRENTOVYRD065421,SORRENTO VY RD,MIRA MESA BL - SORRENTO VY BL,13777,2021-12-08
7363,LAJOLLASCENICDR071921,LA JOLLA SCENIC  DR,NAUTILUS ST - SOLEDAD MTN RD,5733,2021-12-08
7034,KEARNYAV071621,KEARNY AV,BEARDSLEY   ST - CESAR CHAVEZ PY,4290,2021-12-08
2813,CAMDELSUR065521,CAM DEL SUR ,BERNARDO LAKES DR - RANCHO BERNARDO RD,19796,2021-12-09
10292,PASEODELVERANO073521,PASEO DEL VERANO  ,POMERADO RD - PLAZA SONADA ,1817,2021-12-09
4306,CROWNPOINTDR064421,CROWN POINT DR,INGRAHAM ST - LAMONT ST,8058,2021-12-09
12260,TWILLIAMSPY064621,T WILLIAMS PY,SD 015  - CITY LIMIT  ,18539,2021-12-09
10516,POMERADORD073121,POMERADO RD,HIGA PL - RIOS RD,22420,2021-12-09
5544,FRIARSRD066221,FRIARS RD,MSS VILGE DR - SD 015  ,44123,2021-12-09
9827,OSLERST064221,OSLER ST,QUILLAN (S) ST - GENESEE AV,4445,2021-12-09
5642,FROSTST065921,FROST ST,HEALTH CTR DR - BERGER AV,5284,2021-12-09
2170,BERGERAV066321,BERGER AV,FROST ST - MS COL DR,7237,2021-12-09
3738,CHESAPEAKEDR066121,CHESAPEAKE DR,FARNHAM  ST - CLAIREMONT MS BL,4936,2021-12-09
8289,MERCURYST066021,MERCURY  ST,ARMOUR ST - BALBOA AV,17859,2021-12-09
10527,POMERADORD073221,POMERADO RD,PASEO DEL VERANO   - PASEO DEL VERANO NORTE  ,19247,2021-12-09
9620,NORMALST064321,NORMAL ST,UNIVERSITY AV - CAMPUS AV,1673,2021-12-09
5543,FRIARSRD065821,FRIARS RD,MSS CTR RD - GILL VILGE WY,35577,2021-12-09
6683,IMPERIALAV071121,IMPERIAL AV,37 ST - 38 ST,7635,2021-12-09
10530,POMERADORD073321,POMERADO RD,PASEO DEL VERANO NORTE   - ESCALA DR,16433,2021-12-09
8597,MIRAMARRD066821,MIRAMAR RD,PRODUCTION AV - DISTRIBUTION  AV,53025,2021-12-14
